ds,y
2018-11-01,298.23388671875
2018-12-01,290.85296630859375
2019-01-01,383.0713806152344
2019-02-01,206.99313354492188
2019-03-01,316.4251403808594
2019-04-01,278.813232421875
2019-05-01,273.7500305175781
2019-06-01,272.6828308105469
2019-07-01,382.1651916503906
2019-08-01,314.2953186035156
2019-09-01,264.79083251953125
2019-10-01,310.7616271972656
2019-11-01,289.6263732910156
2019-12-01,222.11207580566406
2020-01-01,362.0615234375
2020-02-01,213.12928771972656
2020-03-01,259.07476806640625
2020-04-01,354.9896240234375
2020-05-01,241.2272491455078
2020-06-01,317.083984375
2020-07-01,291.9954528808594
2020-08-01,295.152587890625
2020-09-01,223.9213409423828
2020-10-01,279.1387023925781
2020-11-01,206.71603393554688
2020-12-01,306.47589111328125
2021-01-01,355.8953857421875
