ds,y
2021-03-01,507.7750244140625
2021-04-01,504.50714111328125
2021-05-01,458.6763916015625
2021-06-01,410.74560546875
2021-07-01,557.7568359375
2021-08-01,575.6068115234375
2021-09-01,425.3067321777344
2021-10-01,412.92236328125
2021-11-01,480.650634765625
2021-12-01,491.08087158203125
2022-01-01,507.4197998046875
2022-02-01,352.12042236328125
2022-03-01,458.8790283203125
2022-04-01,434.4478759765625
2022-05-01,315.72796630859375
2022-06-01,441.02490234375
2022-07-01,397.5709228515625
2022-08-01,453.5789794921875
2022-09-01,484.43402099609375
2022-10-01,358.42596435546875
2022-11-01,518.4236450195312
2022-12-01,423.823486328125
2023-01-01,434.43438720703125
2023-02-01,366.2394104003906
2023-03-01,453.66046142578125
2023-04-01,475.8556823730469
2023-05-01,535.0593872070312
2023-06-01,388.81158447265625
2023-07-01,480.52850341796875
2023-08-01,423.44873046875
2023-09-01,418.1072692871094
2023-10-01,492.54437255859375
2023-11-01,611.3316040039062
2023-12-01,405.59918212890625
2024-01-01,566.7197875976562
2024-02-01,478.4151611328125
2024-03-01,359.0570373535156
2024-04-01,488.357177734375
2024-05-01,514.7554321289062
2024-06-01,397.76824951171875
2024-07-01,476.2283630371094
2024-08-01,505.009521484375
2024-09-01,518.2225341796875
2024-10-01,552.9315795898438
2024-11-01,547.4923095703125
2024-12-01,457.2607421875
2025-01-01,438.62347412109375
2025-02-01,498.9144287109375
2025-03-01,529.2738037109375
2025-04-01,425.9056396484375
