ds,y
2018-10-01,37.63692092895508
2018-11-01,20.06962013244629
2018-12-01,32.87752151489258
2019-01-01,40.105499267578125
2019-02-01,13.42866039276123
2019-03-01,13.345439910888672
2019-04-01,26.736600875854492
2019-05-01,13.965370178222656
2019-06-01,18.0322208404541
2019-07-01,9.235699653625488
2019-08-01,21.343229293823242
2019-09-01,9.325909614562988
2019-10-01,27.00217056274414
2019-11-01,20.2561092376709
2019-12-01,26.974010467529297
2020-01-01,35.35251998901367
2020-02-01,19.197290420532227
2020-03-01,32.48313903808594
2020-04-01,24.387529373168945
2020-05-01,22.862159729003906
2020-06-01,13.682600021362305
2020-07-01,18.925569534301758
2020-08-01,23.070110321044922
2020-09-01,19.205730438232422
2020-10-01,26.775699615478516
2020-11-01,31.842819213867188
2020-12-01,30.323589324951172
